gender,num_of_module_created,num_of_modules_thirty_sec,num_of_problens,num_of_video,num_of_problem_uploads,average_grade,seventy_uploads,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,Grand_Total
1,8,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
2,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,44,23,19,8,4.0,1.0,0,0,0,0,0,0,0,0,0,1,1,45
1,161,56,82,24,15.0,0.75,0,1,1,0,0,1,1,1,1,1,1,162
1,23,10,7,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,46,22,22,6,9.0,1.0,0,0,0,0,0,0,0,0,1,1,1,47
1,18,9,4,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,19
1,28,7,11,3,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,29
1,29,6,11,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,30
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
2,35,4,14,2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,36
1,19,10,7,2,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,20
1,6,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7
1,14,9,2,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,15
2,174,159,86,30,78.0,1.0,1,1,1,0,0,1,1,1,1,1,1,176
2,28,5,8,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,29
1,89,67,44,18,24.0,1.0,0,1,0,0,0,0,0,0,1,1,1,90
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,7,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8
1,64,57,29,11,27.0,1.0,0,0,0,0,0,0,0,0,1,1,1,65
1,11,3,3,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12
1,22,14,7,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,23
1,58,48,25,13,19.0,0.99,0,0,0,0,0,0,0,0,1,1,1,59
2,49,31,24,8,11.0,1.0,0,0,0,0,0,0,0,0,1,1,1,50
1,24,20,7,5,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,25
1,154,65,79,25,18.0,1.0,0,1,0,0,0,1,0,1,1,1,1,155
1,14,2,5,1,1.0,0.0,0,0,0,0,0,0,1,1,0,0,0,15
1,49,35,22,7,13.0,0.95,0,0,0,0,0,0,0,0,1,1,1,50
1,12,7,2,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,13
2,80,56,39,13,22.0,1.0,0,1,1,0,0,0,1,0,1,1,1,81
1,23,12,7,3,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,23,13,7,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
2,23,14,7,3,3.0,0.94,0,0,0,0,0,0,0,0,0,0,1,24
1,93,61,46,14,24.0,0.95,0,1,0,0,0,0,0,0,1,1,1,94
1,26,11,11,4,3.0,1.0,0,0,0,0,0,0,0,0,0,1,0,27
1,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,21,6,9,1,2.0,0.12,0,0,0,0,0,0,0,0,0,0,0,22
1,171,125,86,29,54.0,1.0,0,1,1,0,0,1,1,1,1,1,1,172
1,85,63,44,10,34.0,0.87,0,1,0,0,0,0,0,0,1,1,0,86
2,43,39,19,9,17.0,0.97,0,0,0,0,0,0,0,0,0,1,1,44
1,173,167,86,32,85.0,1.0,1,1,1,0,0,1,1,1,1,1,1,174
1,23,20,7,5,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,22,11,7,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,23
1,6,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,7
1,5,0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6
1,6,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,7
1,48,38,22,6,19.0,1.0,0,0,0,0,0,0,0,0,1,1,1,49
1,96,78,46,17,37.0,1.0,0,1,0,0,0,0,1,0,1,1,1,97
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,36,19,13,7,3.0,1.0,0,0,0,0,0,0,0,0,0,1,1,37
1,118,63,61,6,33.0,1.0,0,1,0,0,0,1,1,0,1,1,0,119
1,6,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,7
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,30,10,11,5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
1,173,132,86,31,53.0,1.0,0,1,1,0,0,1,1,1,1,1,1,174
1,174,120,86,31,48.0,1.0,0,1,1,0,0,1,1,1,1,1,1,175
1,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,12,0,4,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,13
1,62,53,29,11,26.0,0.99,0,0,0,0,0,0,0,0,1,1,1,63
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,45,6,27,2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,46
2,16,12,5,4,3.0,0.0,0,0,0,0,0,0,0,0,0,0,1,17
1,22,6,7,3,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,23
1,42,25,20,7,9.0,1.0,0,0,0,0,0,0,0,0,1,1,1,43
1,24,7,11,4,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,25
1,126,96,63,22,40.0,1.0,0,1,0,0,0,1,0,0,1,1,1,127
2,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
2,44,8,22,3,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,45
1,36,11,13,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,37
1,23,8,7,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,60,26,29,9,6.0,0.8,0,0,0,0,0,1,0,0,1,1,1,61
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,50,37,22,7,16.0,0.99,0,0,0,0,0,0,0,0,1,1,1,51
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
2,27,7,12,4,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,28
2,53,21,29,0,9.0,0.89,0,0,0,0,0,0,0,0,1,1,0,54
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,24,9,9,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,25
1,24,14,7,2,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,25
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
2,25,15,7,4,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,24,17,7,6,3.0,0.94,0,0,0,0,0,0,0,0,0,0,1,25
2,21,4,5,2,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,22
1,11,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12
1,173,136,86,31,55.0,0.94,0,1,1,0,0,1,1,1,1,1,1,174
2,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,66,42,34,8,17.0,0.99,0,1,0,0,0,0,0,0,1,1,1,67
1,41,26,20,3,14.0,1.0,0,0,0,0,0,0,0,0,1,1,1,42
1,35,27,13,6,10.0,0.82,0,0,0,0,0,0,0,0,0,1,1,36
2,24,14,7,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,25
2,54,43,24,8,20.0,1.0,0,0,0,0,0,0,0,0,1,1,1,55
1,30,16,11,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
2,36,7,16,3,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,37
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,47,31,22,9,11.0,0.9,0,0,0,0,0,0,0,0,1,1,1,48
2,25,18,7,6,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,42,25,19,6,7.0,1.0,0,0,0,0,0,0,0,0,0,1,1,43
1,26,5,11,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,27
1,30,12,11,3,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
2,20,2,7,0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,1,21
2,17,6,4,3,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,18
1,44,30,19,7,10.0,1.0,0,0,0,0,0,0,0,0,0,1,1,45
1,76,48,37,13,17.0,1.0,0,1,0,0,0,0,0,0,1,1,1,77
1,25,18,7,3,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,22,7,9,3,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,23
1,30,17,11,5,4.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
1,93,78,46,16,38.0,0.89,0,1,0,0,0,0,0,0,1,1,1,94
1,106,45,55,17,15.0,0.92,0,1,0,0,0,0,0,0,1,1,1,107
1,60,11,31,6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,61
1,45,15,22,7,5.0,1.0,0,1,0,0,0,0,0,0,1,0,1,46
2,17,13,5,4,3.0,0.88,0,0,0,0,0,0,0,0,0,0,1,18
2,173,133,86,22,71.0,0.98,1,1,1,0,0,1,1,1,1,1,1,174
1,172,129,86,29,53.0,1.0,0,1,1,0,0,1,1,1,1,1,1,174
1,23,4,12,3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,24
1,27,10,12,3,3.0,0.83,0,0,0,0,0,0,1,0,0,0,1,28
1,102,74,55,16,34.0,0.94,0,1,0,0,0,0,0,0,1,1,1,103
2,29,7,11,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,30
2,12,1,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,13
1,88,69,44,16,31.0,0.99,0,1,0,0,0,0,0,0,1,1,1,89
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,150,105,79,19,51.0,1.0,0,1,0,0,0,1,1,1,1,1,0,151
1,104,24,57,2,6.0,1.0,0,1,1,0,0,1,1,1,1,0,0,105
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,5
1,70,20,36,10,5.0,1.0,0,1,0,0,0,0,0,0,1,1,1,71
1,48,29,22,8,8.0,0.89,0,0,0,0,0,0,0,0,1,1,1,49
1,9,1,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10
1,30,16,9,5,3.0,0.81,0,0,0,0,0,0,0,0,0,0,1,31
2,25,10,7,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,72,48,36,10,19.0,0.99,0,1,0,0,0,0,0,0,1,1,1,73
1,139,122,69,24,63.0,1.0,1,1,0,0,0,1,1,0,1,1,1,140
2,16,5,4,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,17
1,29,7,11,3,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,30
1,55,38,25,10,15.0,0.99,0,0,0,0,0,0,0,0,1,1,1,56
2,18,7,5,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,19
1,8,4,2,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,25,18,7,6,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,8,6,2,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,9
2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,6
1,91,60,46,14,22.0,0.86,0,1,0,0,0,0,0,0,1,1,1,92
1,43,29,19,6,11.0,1.0,0,0,0,0,0,0,0,0,0,1,1,44
2,51,32,22,8,11.0,1.0,0,0,0,0,0,0,1,0,1,1,1,52
1,39,16,19,7,4.0,1.0,0,0,0,0,0,0,0,0,0,1,1,40
1,29,13,11,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,30
1,133,95,67,22,39.0,0.91,0,1,1,0,0,0,1,1,1,1,1,134
1,52,19,23,8,5.0,1.0,0,0,0,0,0,0,0,0,1,0,1,53
1,17,7,4,2,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,18
1,49,29,22,8,11.0,1.0,0,0,0,0,0,0,0,0,1,1,1,50
2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,54,35,25,8,13.0,0.99,0,0,0,0,0,0,1,0,1,1,1,55
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
2,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,30,17,11,3,5.0,0.94,0,0,0,0,0,0,0,0,0,0,1,31
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,36,25,13,8,7.0,0.78,0,0,0,0,0,0,1,0,0,1,1,37
2,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
1,18,5,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,19
1,23,14,7,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,29,12,13,3,4.0,1.0,0,0,0,0,0,0,0,0,0,1,1,30
1,86,67,48,12,37.0,0.99,0,1,0,0,0,0,0,0,1,1,0,87
1,140,106,69,23,47.0,0.99,0,1,0,0,0,1,1,0,1,1,1,141
1,90,77,45,16,38.0,1.0,0,1,1,0,0,0,0,0,1,1,1,91
1,13,2,6,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,14
1,31,7,11,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,32
1,13,4,6,2,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,14
1,29,15,11,5,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,30
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,32,17,11,3,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,33
1,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
1,31,23,11,6,7.0,1.0,0,0,0,0,0,0,0,0,0,0,1,32
1,7,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,8
1,15,3,6,1,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,16
2,23,6,10,1,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,24
1,47,33,22,6,15.0,1.0,0,0,0,0,0,0,0,0,1,1,1,48
2,27,14,11,4,4.0,0.0,0,0,0,0,0,0,0,0,0,0,1,28
2,48,12,22,0,11.0,1.0,0,0,0,0,0,0,0,0,1,1,1,49
1,31,22,11,8,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,32
2,15,6,6,3,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,16
1,39,10,19,4,4.0,0.5,0,0,1,0,0,0,1,0,0,0,0,40
1,20,8,8,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,21
1,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
1,54,9,23,3,1.0,1.0,0,0,1,0,0,1,0,0,0,0,1,55
1,10,6,2,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,11
1,9,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10
1,5,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6
1,89,60,44,12,25.0,0.96,0,1,0,0,0,0,0,0,1,1,1,90
1,25,15,11,2,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,26
1,13,4,2,2,1.0,1.0,0,0,0,0,0,0,1,0,0,0,1,14
1,7,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8
1,29,9,11,5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,30
1,19,11,4,4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,20
1,24,19,7,5,7.0,0.94,0,0,0,0,0,0,0,0,0,0,1,25
2,134,80,72,23,32.0,0.87,0,1,0,0,0,1,0,1,1,1,1,135
1,120,52,60,10,17.0,0.66,0,0,0,0,0,1,1,0,0,0,1,121
1,11,0,7,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,12
2,56,40,32,8,19.0,1.0,0,1,0,0,0,0,0,0,1,1,0,57
1,40,27,20,7,10.0,1.0,0,0,0,0,0,0,0,0,1,1,1,41
1,25,17,7,6,6.0,1.0,0,0,0,0,0,0,0,0,0,0,1,26
1,22,10,7,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,23
1,46,24,19,2,10.0,1.0,0,0,0,0,0,0,1,0,0,1,1,47
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
2,4,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
1,11,1,4,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,51,12,24,6,2.0,1.0,0,0,0,0,0,0,1,0,1,1,0,52
2,31,8,16,3,3.0,0.67,0,1,0,0,0,0,0,0,0,0,0,32
1,78,22,37,1,9.0,1.0,0,0,0,0,0,1,0,0,0,0,1,79
1,72,26,36,12,5.0,1.0,0,1,0,0,0,0,1,0,1,1,1,73
1,23,12,7,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,24
1,174,165,86,30,84.0,1.0,1,1,1,0,0,1,1,1,1,1,1,175
1,163,86,86,24,29.0,0.9,0,1,1,0,0,1,1,1,1,1,1,164
1,127,44,64,20,11.0,1.0,0,1,0,0,0,1,1,0,1,1,1,128
2,173,131,86,29,53.0,1.0,0,1,1,0,0,1,1,1,1,1,1,174
2,8,2,3,1,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,9
1,58,19,26,10,3.0,1.0,0,0,0,0,0,0,0,0,1,1,1,59
1,15,9,5,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,16
1,28,7,11,4,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,29
1,15,5,2,1,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,16
1,12,8,2,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,13
2,17,7,4,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,18
2,12,7,2,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,13
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,43,19,19,6,4.0,0.75,0,0,0,0,0,0,0,0,0,1,1,44
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,56,42,25,9,22.0,1.0,0,0,0,0,0,0,0,0,1,1,1,57
1,12,4,2,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,13
1,8,3,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
1,3,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,5
1,23,12,7,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
2,92,27,46,15,5.0,1.0,0,1,0,0,0,0,0,0,1,1,1,93
1,24,16,7,4,3.0,0.94,0,0,0,0,0,0,0,0,0,0,1,25
1,15,3,6,2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,16
1,23,13,7,6,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
2,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,19,8,7,4,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,20
1,161,119,82,21,55.0,1.0,0,1,1,0,0,1,1,1,1,1,0,162
1,31,16,11,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,32
2,118,65,60,20,19.0,0.84,0,1,0,0,0,1,0,0,1,1,1,119
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
2,49,26,22,1,13.0,1.0,0,0,0,0,0,0,0,0,1,1,1,50
1,158,133,79,28,61.0,1.0,1,1,0,0,0,1,1,1,1,1,1,159
1,42,30,19,8,10.0,1.0,0,0,0,0,0,0,0,0,0,1,1,43
2,43,27,19,5,9.0,1.0,0,0,0,0,0,0,0,0,0,1,1,44
1,93,66,46,15,27.0,1.0,0,1,0,0,0,0,0,0,1,1,1,94
1,107,77,57,18,32.0,1.0,0,1,0,0,0,0,0,0,1,1,1,108
1,34,23,13,8,7.0,0.94,0,0,0,0,0,0,0,0,0,1,1,35
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,48,31,22,9,11.0,1.0,0,0,0,0,0,0,0,0,1,1,1,49
1,6,2,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7
1,13,2,3,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,14
1,76,59,36,14,26.0,0.95,0,1,0,0,0,0,1,0,1,1,1,77
1,13,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,14
1,100,67,53,16,28.0,0.93,0,1,0,0,0,0,1,0,1,1,1,101
1,85,57,44,13,21.0,0.95,0,1,0,0,0,0,0,0,1,1,1,86
2,54,29,24,5,10.0,0.99,0,0,0,0,0,0,0,0,1,1,1,55
1,19,12,4,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,20
1,175,131,87,29,54.0,0.98,0,1,1,0,0,1,1,1,1,1,1,177
1,10,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,11
1,16,5,6,2,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,17
1,63,53,29,11,25.0,1.0,0,0,0,0,0,0,0,0,1,1,1,64
1,35,22,13,6,5.0,1.0,0,0,0,0,0,0,0,0,0,1,1,36
1,101,58,52,18,18.0,0.92,0,1,0,0,0,0,0,0,1,1,1,102
2,158,122,80,28,51.0,1.0,0,1,0,0,0,1,1,1,1,1,1,159
2,62,19,26,9,5.0,1.0,0,0,1,0,0,1,1,1,0,0,1,63
2,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
2,7,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,8
1,8,1,1,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,9
1,25,3,10,2,1.0,1.0,0,0,0,0,0,0,1,0,0,1,0,26
1,8,3,2,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,15,8,6,1,5.0,1.0,0,0,0,0,0,0,1,1,0,0,0,16
2,23,8,7,5,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,21,10,7,2,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,22
1,174,139,86,29,60.0,1.0,0,1,1,0,0,1,1,1,1,1,1,176
1,30,9,11,4,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
1,18,9,4,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,19
1,23,11,7,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,8,4,2,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,9
1,170,74,86,30,21.0,1.0,0,1,1,0,0,1,1,1,1,1,1,171
1,23,5,8,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,24
1,174,139,86,29,61.0,1.0,1,1,1,0,0,1,1,1,1,1,1,176
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
2,12,4,4,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,13
1,38,4,12,2,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1,39
1,23,9,7,4,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,104,58,52,16,20.0,0.98,0,1,0,0,0,0,1,0,1,1,1,105
1,8,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
1,48,25,22,7,8.0,1.0,0,0,0,0,0,0,0,0,1,1,1,49
1,59,34,28,8,15.0,1.0,0,0,1,0,0,0,0,0,1,1,1,60
2,28,7,11,3,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,29
1,26,9,11,5,1.0,0.0,0,0,0,0,0,0,0,0,0,1,1,27
1,141,101,72,16,48.0,0.85,0,1,1,0,0,1,1,1,1,1,0,142
2,173,130,86,10,77.0,1.0,1,1,1,0,0,1,1,1,1,1,1,174
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
2,17,9,5,2,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,18
1,133,121,67,23,61.0,1.0,1,1,0,0,0,1,0,0,1,1,1,134
2,43,27,19,7,7.0,1.0,0,0,0,0,0,0,0,0,0,1,1,44
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,82,60,39,13,26.0,0.93,0,1,0,0,0,0,0,0,1,1,1,83
1,8,1,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,9
1,168,128,86,26,57.0,1.0,0,1,1,0,0,1,1,1,1,1,1,169
1,173,124,86,24,55.0,1.0,0,1,1,0,0,1,1,1,1,1,1,174
1,4,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,5
1,32,16,11,5,2.0,1.0,0,0,0,0,0,0,0,0,0,0,1,33
1,59,43,29,10,16.0,0.98,0,0,0,0,0,0,1,0,1,1,1,60
1,108,30,55,3,11.0,1.0,0,0,1,0,0,1,0,1,1,1,1,109
1,30,17,11,6,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,31
2,166,128,85,30,50.0,0.99,0,1,1,0,0,1,0,1,1,1,1,167
1,17,8,6,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,18
1,169,131,85,28,54.0,1.0,0,1,1,0,0,1,1,1,1,1,1,170
2,23,14,9,4,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,24
1,173,152,87,27,81.0,1.0,1,1,1,0,0,1,1,1,1,1,1,175
1,7,2,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,8
1,38,5,22,1,3.0,1.0,0,0,0,0,0,0,0,0,1,1,0,39
1,173,148,86,29,72.0,0.94,1,1,1,0,0,1,1,1,1,1,1,174
2,44,26,19,9,5.0,1.0,0,0,0,0,0,0,0,0,0,1,1,45
1,14,7,2,2,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,15
1,173,127,86,28,52.0,1.0,0,1,1,0,0,1,1,1,1,1,1,175
1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
1,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
1,44,29,19,8,9.0,1.0,0,0,0,0,0,0,0,0,0,1,1,45
2,172,129,86,30,52.0,1.0,0,1,1,0,0,1,1,1,1,1,1,174
1,159,45,82,24,9.0,0.88,0,1,1,0,0,1,0,1,1,1,1,160
